ensgs,enformer_set,sel_start,sel_end,tss,chrom
ENSG00000178795,train,77222002,77353074,77301687,11
ENSG00000128849,train,57316436,57447508,57375967,15
ENSG00000124657,train,27873976,28005048,27957241,6
ENSG00000095485,train,100218370,100349442,100267680,10
ENSG00000128564,train,101097695,101228767,101165593,7
ENSG00000172059,train,9981048,10112120,10042849,2
ENSG00000182591,train,30784677,30915749,30881555,21
ENSG00000103056,train,68356347,68487419,68448688,16
ENSG00000182636,test,23620941,23752013,23687330,15
ENSG00000256671,na,na,na,110473075,2
ENSG00000132259,train,6160707,6291779,6234765,11
ENSG00000109323,train,102675914,102806986,102760994,4
ENSG00000149639,valid,36781386,36912458,36863686,20
ENSG00000164902,train,126533967,126665039,126600268,5
ENSG00000088882,train,2692946,2824018,2800637,20
ENSG00000104267,train,85364358,85495430,85463852,8
ENSG00000104951,train,49858866,49989938,49929539,19
ENSG00000188004,train,159753068,159884140,159855347,1
ENSG00000179002,train,18751534,18882606,18859682,1
ENSG00000196805,train,152996371,153127443,153070840,1
ENSG00000197142,train,112288586,112419658,112374018,10
ENSG00000176697,test,27619765,27750837,27722058,11
ENSG00000165966,train,41086821,41217893,41188448,12
ENSG00000204020,train,88672946,88804018,88761406,10
ENSG00000117425,train,44772803,44903875,44843063,1
ENSG00000092820,valid,158744173,158875245,158819412,6
ENSG00000116459,train,111355788,111486860,111448864,1
ENSG00000124564,train,25774808,25905880,25882286,6
ENSG00000091106,train,32217874,32348946,32265854,2
ENSG00000142188,train,33408637,33539709,33480011,21
ENSG00000177646,train,128801039,128932111,128879596,3
ENSG00000167114,train,128243637,128374709,128340646,9
ENSG00000091664,train,22232462,22363534,22338097,11
ENSG00000186143,train,27035553,27166625,27139410,2
ENSG00000273269,train,47108847,47239919,47176511,2
ENSG00000238227,train,136022308,136153380,136118863,9
ENSG00000026652,na,na,na,161274061,6
ENSG00000004660,train,3836660,3967732,3894891,17
ENSG00000111860,train,118620831,118751903,118710075,6
ENSG00000175727,train,121970388,122101460,122078722,12
ENSG00000141564,train,80464764,80595836,80544819,17
ENSG00000131966,test,58147217,58278289,58200080,14
ENSG00000103319,train,22160030,22291102,22206282,16
ENSG00000091483,train,241445342,241576414,241519761,1
ENSG00000115685,valid,241083138,241214210,241149576,2
ENSG00000226792,train,51151717,51282789,51200252,13
ENSG00000103647,train,68468266,68599338,68578969,15
ENSG00000239305,train,86533846,86664918,86623866,2
ENSG00000124587,train,42901536,43032608,42979220,6
ENSG00000140945,train,82525731,82656803,82626803,16
ENSG00000171819,train,11142962,11274034,11189341,1
ENSG00000143933,train,47108847,47239919,47176601,2
ENSG00000164008,train,42673635,42804707,42767269,1
ENSG00000196653,train,44652176,44783248,44712643,3
ENSG00000198758,train,109715813,109846885,109764027,1
ENSG00000100565,test,76726835,76857907,76826372,14
ENSG00000128891,train,40457493,40588565,40565057,15
ENSG00000178104,na,na,na,148808181,1
ENSG00000241224,train,109055740,109186812,109118252,3
ENSG00000101049,na,na,na,43558968,20
ENSG00000116962,train,236000625,236131697,236065162,1
ENSG00000172922,train,65642898,65773970,65720947,11
ENSG00000168612,valid,45841817,45972889,45881227,20
ENSG00000205086,train,41860927,41991999,41954266,2
ENSG00000204960,train,155311827,155442899,155367934,7
ENSG00000261739,na,na,na,23354748,15
ENSG00000177990,na,na,na,63668939,12
ENSG00000112941,train,6635499,6766571,6713007,5
ENSG00000172468,na,na,na,18546671,Y
ENSG00000162923,train,224330524,224461596,224437033,1
ENSG00000185247,na,na,na,149688228,X
ENSG00000197385,train,31925970,32057042,31981771,3
ENSG00000139329,train,91007660,91138732,91111831,12
ENSG00000138356,na,na,na,200585868,2
ENSG00000141642,train,50890253,51021325,50967991,18
ENSG00000138073,train,27035553,27166625,27134675,2
ENSG00000122042,train,29766443,29897515,29850684,13
ENSG00000186198,train,64991519,65122591,65045370,15
ENSG00000180011,train,75100601,75231673,75209348,18
ENSG00000163633,train,86866555,86997627,86936202,4
ENSG00000129159,train,17640532,17771604,17734774,11
ENSG00000173575,train,92847936,92979008,92900189,15
ENSG00000150457,train,20976177,21107249,21061547,13
ENSG00000105146,test,57147232,57278304,57230802,19
ENSG00000082515,train,154869424,155000496,154941070,5
ENSG00000173545,train,16379758,16510830,16465792,5
ENSG00000204954,train,103865064,103996136,103965708,12
ENSG00000183833,train,119617179,119748251,119703022,3
ENSG00000135047,train,87637856,87768928,87725519,9
ENSG00000107447,train,96216831,96347903,96304396,10
ENSG00000125691,train,38743800,38874872,38853843,17
ENSG00000105612,train,12779282,12910354,12881468,19
ENSG00000180901,train,74954448,75085520,75032575,17
ENSG00000054219,train,159807600,159938672,159904749,2
ENSG00000125551,na,na,na,87748087,2
ENSG00000168542,valid,188885810,189016882,188974320,2
ENSG00000117395,train,43198427,43329499,43270936,1
ENSG00000134184,train,109584615,109715687,109687814,1
ENSG00000110851,train,107669806,107800878,107761272,12
ENSG00000166189,train,101989543,102120615,102065390,10
ENSG00000100372,train,40722925,40853997,40819399,22
ENSG00000243364,train,154964341,155095413,155063731,1
ENSG00000203933,na,na,na,139965520,X
ENSG00000112695,train,75174051,75305123,75250323,6
ENSG00000204217,valid,202304423,202435495,202376936,2
ENSG00000196188,train,205934764,206065836,206023909,1
ENSG00000133958,test,93242051,93373123,93333219,14
ENSG00000126756,test,47607847,47738919,47659161,X
ENSG00000255012,train,56524637,56655709,56614874,11
ENSG00000198182,test,37677573,37808645,37719790,19
ENSG00000134516,train,169537114,169668186,169637247,5
ENSG00000158887,train,161261845,161392917,161309972,1
ENSG00000156218,train,83556036,83687108,83654086,15
ENSG00000099949,test,20888655,21019727,20979462,22
ENSG00000138385,train,169713049,169844121,169791933,2
ENSG00000235387,train,35827054,35958126,35909483,9
ENSG00000166548,train,66453976,66585048,66552544,16
ENSG00000071677,valid,237513946,237645018,237566574,2
ENSG00000185420,train,246430866,246561938,246507312,1
ENSG00000058799,train,53825465,53956537,53889834,1
ENSG00000154451,train,89183326,89314398,89272804,1
ENSG00000185787,train,78701710,78832782,78810487,15
ENSG00000170835,train,132966765,133097837,133061978,9
ENSG00000100027,test,21691478,21822550,21735834,22
ENSG00000169933,valid,12045968,12177040,12138466,X
ENSG00000158006,train,25901825,26032897,25998157,1
ENSG00000132485,train,71012403,71143475,71081297,1
ENSG00000146066,train,176293811,176424883,176388747,5
ENSG00000141506,train,8887783,9018855,8965712,17
ENSG00000180251,train,102409543,102540615,102473303,2
ENSG00000187180,train,152602777,152733849,152675295,1
ENSG00000277865,na,na,na,22458903,15
ENSG00000144935,train,142642428,142773500,142724074,3
ENSG00000174282,train,7379006,7510078,7484263,17
ENSG00000166266,train,107914991,108046063,108008733,11
ENSG00000139974,test,60899753,61030825,60981114,14
ENSG00000138613,train,63220346,63351418,63276018,15
ENSG00000186442,train,52697844,52828916,52796117,12
ENSG00000248746,train,66495685,66626757,66546395,11
ENSG00000177981,train,48105914,48236986,48181213,12
ENSG00000163288,train,46942801,47073873,46993723,4
ENSG00000174016,valid,80246180,80377252,80335504,X
ENSG00000129744,train,3602346,3733418,3645128,11
ENSG00000186493,train,2699559,2830631,2752131,5
ENSG00000284672,train,46751344,46882416,46812558,3
ENSG00000141469,train,45642029,45773101,45724127,18
ENSG00000182974,na,na,na,21637909,15
ENSG00000110768,train,18230923,18361995,18322295,11
ENSG00000227500,train,1831173,1962245,1905214,19
ENSG00000196844,train,125692320,125823392,125778819,11
ENSG00000060140,valid,10592920,10723992,10674318,12
ENSG00000271271,train,69548419,69679491,69639642,4
ENSG00000073670,train,44713309,44844381,44759031,17
ENSG00000121058,train,56914723,57045795,56961054,17
ENSG00000197576,train,27030680,27161752,27130799,7
ENSG00000263620,train,8100595,8231667,8162975,17
ENSG00000104883,train,7407088,7538160,7497449,19
ENSG00000213859,train,7247808,7378880,7351889,17
ENSG00000126561,train,42220547,42351619,42287547,17
ENSG00000091592,train,5542234,5673306,5619424,17
ENSG00000113805,train,74434122,74565194,74521140,3
ENSG00000167984,train,3486747,3617819,3577400,16
ENSG00000101181,valid,62127655,62258727,62183029,20
ENSG00000178074,na,na,na,199911256,2
ENSG00000147996,na,na,na,65668805,9
ENSG00000183347,train,89314524,89445596,89364058,1
ENSG00000025156,train,122294375,122425447,122399546,6
ENSG00000170906,test,54050629,54181701,54102728,19
ENSG00000142794,train,21375494,21506566,21440128,1
ENSG00000165841,train,94708054,94839126,94762624,10
ENSG00000116771,train,15497146,15628218,15585110,1
ENSG00000173210,train,149031113,149162185,149141483,5
ENSG00000143184,train,168477735,168608807,168576473,1
ENSG00000187792,train,23667185,23798257,23751092,22
ENSG00000161011,train,179704959,179836031,179806398,5
ENSG00000187546,train,15485256,15616328,15562015,7
ENSG00000157916,train,2291562,2422634,2391775,1
ENSG00000100297,train,35343807,35474879,35400063,22
ENSG00000115257,train,1437579,1568651,1490752,19
ENSG00000089351,test,34925037,35056109,34994784,19
ENSG00000132704,train,157719499,157850571,157777132,1
ENSG00000180488,train,77703501,77834573,77779624,1
ENSG00000173692,valid,230976673,231107745,231056864,2
ENSG00000263528,train,206393957,206525029,206470476,1
ENSG00000176974,train,18268440,18399512,18363563,17
ENSG00000138684,train,122552411,122683483,122621069,4
ENSG00000146574,na,na,na,6826770,7
ENSG00000136694,train,112905383,113036455,113005461,2
ENSG00000123552,train,99465923,99596995,99521728,6
ENSG00000153789,train,85018493,85149565,85112508,16
ENSG00000164879,train,85298759,85429831,85373436,8
ENSG00000174898,train,5635915,5766987,5720677,19
ENSG00000116761,train,70356413,70487485,70411218,1
ENSG00000277322,na,na,na,20541800,15
ENSG00000170619,na,na,na,144853736,8
ENSG00000167618,test,54394696,54525768,54497879,19
ENSG00000154640,train,17533679,17664751,17612947,21
ENSG00000115884,train,20147658,20278730,20225433,2
ENSG00000099899,test,20085832,20216904,20117392,22
ENSG00000100916,test,35782862,35913934,35826318,14
ENSG00000100749,na,na,na,96797304,14
ENSG00000168734,valid,44465549,44596621,44531785,20
ENSG00000100416,train,46233241,46364313,46330875,22
ENSG00000123892,train,88068495,88199567,88175467,11
ENSG00000111452,train,130891852,131022924,130953907,12
ENSG00000188707,train,150260704,150391776,150329789,7
ENSG00000204248,train,33127285,33258357,33192499,6
ENSG00000168269,train,169996307,170127379,170105897,5
ENSG00000094631,test,48754737,48885809,48801377,X
ENSG00000021461,train,99720116,99851188,99828013,7
ENSG00000137285,train,3143153,3274225,3231730,6
ENSG00000270168,train,2896356,3027428,2988256,16
ENSG00000130414,valid,239936248,240067320,240025402,2
ENSG00000100580,test,77300280,77431352,77377109,14
ENSG00000189043,train,10893326,11024398,10940256,7
ENSG00000126602,train,3617945,3749017,3717597,16
ENSG00000043591,train,113994160,114125232,114044056,10
ENSG00000176029,train,8850266,8981338,8933006,11
ENSG00000187166,train,48237112,48368184,48328980,12
ENSG00000176381,valid,166198958,166330030,166308448,6
ENSG00000204366,train,31815305,31946377,31901992,6
ENSG00000006116,train,24193599,24324671,24255553,16
ENSG00000165323,train,92266831,92397903,92352096,11
ENSG00000153130,train,140198542,140329614,140257286,4
ENSG00000170417,train,102671939,102803011,102736905,2
ENSG00000088179,train,119662080,119793152,119759631,2
ENSG00000283980,train,12582485,12713557,12687998,19
ENSG00000108878,train,66951370,67082442,67044590,17
ENSG00000048540,train,16519302,16650374,16610594,12
ENSG00000187555,train,8865865,8996937,8964514,16
ENSG00000177432,train,88637728,88768800,88698235,4
ENSG00000138813,train,99461563,99592635,99511004,4
ENSG00000160202,na,na,na,43169008,21
ENSG00000142599,train,8715799,8846871,8817643,1
ENSG00000101337,valid,32079137,32210209,32109506,20
ENSG00000156261,train,29013504,29144576,29073797,21
ENSG00000151148,train,109375380,109506452,109477402,12
ENSG00000162396,train,54678252,54809324,54764514,1
ENSG00000105991,train,27030680,27161752,27095996,7
ENSG00000075188,train,102028292,102159364,102120124,12
ENSG00000167543,train,29494341,29625413,29566052,17
ENSG00000172967,train,16795289,16926361,16821699,22
ENSG00000205758,train,33539835,33670907,33643926,21
ENSG00000120833,train,93500422,93631494,93569814,12
ENSG00000281106,train,51742108,51873180,51845175,13
ENSG00000164080,train,51474472,51605544,51541144,3
ENSG00000143036,train,94759241,94890313,94820342,1
ENSG00000135486,train,54206621,54337693,54280193,12
ENSG00000180998,test,52527456,52658528,52553148,14
ENSG00000117448,train,45494392,45625464,45550543,1
ENSG00000107968,train,30382337,30513409,30433937,10
ENSG00000107130,train,130080409,130211481,130172578,9
ENSG00000184402,na,na,na,62143795,20
ENSG00000156564,train,40539972,40671044,40587465,6
ENSG00000181240,train,6357504,6488576,6433779,19
ENSG00000123353,train,55715398,55846470,55817919,12
ENSG00000179431,test,35533306,35664378,35618419,11
ENSG00000107745,train,72535592,72666664,72626191,10
ENSG00000163029,train,17720495,17851567,17800242,2
ENSG00000070087,train,149989516,150120588,150050788,3
ENSG00000154611,train,26027928,26159000,26133852,18
ENSG00000140279,train,45049423,45180495,45114344,15
ENSG00000070985,train,2355965,2487037,2423045,11
ENSG00000169429,train,73681156,73812228,73740506,4
ENSG00000148677,train,90837713,90968785,90921276,10
ENSG00000101438,valid,38616410,38747482,38724462,20
ENSG00000147183,na,na,na,88747225,X
ENSG00000137965,train,78556288,78687360,78649796,1
ENSG00000137312,train,30634523,30765595,30742733,6
ENSG00000233232,na,na,na,28471175,16
ENSG00000230522,na,na,na,7049321,19
ENSG00000015479,train,139194574,139325646,139293648,5
ENSG00000184544,train,9740570,9871642,9791297,17
ENSG00000142875,train,84001005,84132077,84078062,1
ENSG00000162585,train,2160364,2291436,2212720,1
ENSG00000081377,train,96559320,96690392,96619830,9
ENSG00000125740,test,45361736,45492808,45467995,19
ENSG00000119547,train,57358285,57489357,57435685,18
ENSG00000233701,train,138968884,139099956,139044892,3
ENSG00000132122,train,48380748,48511820,48472208,1
ENSG00000204511,train,31421711,31552783,31528717,6
ENSG00000124171,valid,50658755,50789827,50731544,20
ENSG00000204946,train,149211120,149342192,149262171,7
ENSG00000099377,train,30884697,31015769,30985207,16
ENSG00000121594,train,119485981,119617053,119559602,3
ENSG00000183801,train,7407088,7538160,7485388,11
ENSG00000153094,train,111068611,111199683,111119378,2
ENSG00000057608,train,5782712,5913784,5842132,10
ENSG00000254470,train,65708497,65839569,65780802,11
ENSG00000204859,train,6485433,6616505,6580001,1
ENSG00000120727,train,139260173,139391245,139341587,5
ENSG00000164118,train,174178824,174309896,174283677,4
ENSG00000170373,train,23684626,23815698,23751268,20
ENSG00000131061,valid,33684783,33815855,33731657,20
ENSG00000142178,na,na,na,43427128,21
ENSG00000198440,test,56344409,56475481,56397966,19
ENSG00000160818,train,156538717,156669789,156601496,1
ENSG00000185860,train,162770622,162901694,162868815,1
ENSG00000173272,na,na,na,131492743,2
ENSG00000243137,na,na,na,43207299,19
ENSG00000127980,train,92438627,92569699,92528531,7
ENSG00000151131,train,104914648,105045720,104986310,12
ENSG00000198324,train,111277751,111408823,111369121,12
ENSG00000168300,train,51843269,51974341,51899186,8
ENSG00000120051,train,104285508,104416580,104353764,10
ENSG00000239389,train,140831238,140962310,140882208,5
ENSG00000103067,train,68159550,68290622,68238102,16
ENSG00000114779,train,51933665,52064737,51983409,3
ENSG00000088756,train,6635499,6766571,6729718,18
ENSG00000100376,train,45249256,45380328,45308968,22
ENSG00000183091,train,151673324,151804396,151734487,2
ENSG00000120279,valid,152665656,152796728,152697895,6
ENSG00000240065,train,32733691,32864763,32844136,6
ENSG00000060237,train,665990,797062,752593,12
ENSG00000146904,train,143343451,143474523,143408892,7
ENSG00000178295,train,17654896,17785968,17753858,2
ENSG00000063761,test,77759036,77890108,77800083,14
ENSG00000115756,train,10243444,10374516,10302889,2
ENSG00000167207,train,50644617,50775689,50693603,16
ENSG00000111801,train,26365199,26496271,26440472,6
ENSG00000101407,valid,37928276,38059348,38033468,20
ENSG00000180626,train,5083041,5214113,5191883,17
ENSG00000196305,train,92229786,92360858,92293756,9
ENSG00000143549,train,154111554,154242626,154194648,1
ENSG00000198919,train,108530948,108662020,108589682,3
ENSG00000165548,test,77070902,77201974,77116568,14
ENSG00000168350,test,100123391,100254463,100160163,14
ENSG00000025423,train,56699383,56830455,56752161,12
ENSG00000159314,na,na,na,45434421,17
ENSG00000127129,train,41427254,41558326,41484673,1
ENSG00000156345,train,87900252,88031324,87974753,9
ENSG00000166471,train,9243860,9374932,9314780,11
ENSG00000173404,train,20273478,20404550,20368121,20
ENSG00000170759,train,31956713,32087785,32056431,10
ENSG00000157954,na,na,na,5190188,7
ENSG00000164684,train,80772428,80903500,80874781,8
ENSG00000100346,train,39476544,39607616,39570753,22
ENSG00000144426,valid,202992557,203123629,203014879,2
ENSG00000135316,train,85538693,85669765,85643792,6
ENSG00000182156,train,79677576,79808648,79730919,17
ENSG00000164366,train,141198,272270,218215,5
ENSG00000119614,test,74203677,74334749,74239472,14
ENSG00000279068,train,141093634,141224706,141182409,5
ENSG00000010278,train,6110707,6241779,6199715,12
ENSG00000180613,train,54024317,54155389,54099523,4
ENSG00000124784,train,7341489,7472561,7389496,6
ENSG00000204655,train,29584939,29716011,29656981,6
ENSG00000156970,train,40063899,40194971,40161023,15
ENSG00000274933,na,na,na,36264553,17
ENSG00000099998,na,na,na,24245142,22
ENSG00000256618,test,22433477,22564549,22523111,17
ENSG00000120440,valid,167231159,167362231,167325086,6
ENSG00000147853,train,4667529,4798601,4742043,9
ENSG00000254585,test,23620941,23752013,23647841,15
ENSG00000184560,train,7379006,7510078,7425615,17
ENSG00000166426,train,78242517,78373589,78340324,15
ENSG00000176927,train,29822336,29953408,29929200,17
ENSG00000174243,train,48761904,48892976,48852842,12
ENSG00000141568,train,82455123,82586195,82519713,17
ENSG00000111676,train,6832296,6963368,6924463,12
ENSG00000170871,train,6689472,6820544,6781375,4
ENSG00000172795,train,112889375,113020447,112976702,5
ENSG00000163735,train,73943552,74074624,73998779,4
ENSG00000204979,train,60460577,60591649,60515413,11
ENSG00000122557,train,35624149,35755221,35695571,7
ENSG00000249715,train,96595183,96726255,96642737,2
ENSG00000029363,train,136201363,136332435,136289851,6
ENSG00000144233,train,127816326,127947398,127885922,2
ENSG00000197849,train,124183543,124314615,124241095,11
ENSG00000111276,train,12648961,12780033,12715058,12
ENSG00000029534,train,41803895,41934967,41896762,8
ENSG00000178234,train,151966278,152097350,152025674,7
ENSG00000121797,train,46357750,46488822,46407163,3
ENSG00000196507,valid,103528047,103659119,103607451,X
ENSG00000198113,train,137203090,137334162,137277749,9
ENSG00000039319,train,80350946,80482018,80408013,5
ENSG00000100739,test,96223965,96355037,96255824,14
ENSG00000183826,train,38572002,38703074,38640148,6
ENSG00000131437,train,132634674,132765746,132737638,5
ENSG00000101307,valid,1557292,1688364,1620061,20
ENSG00000115446,train,98539202,98670274,98608579,2
ENSG00000185418,train,101638202,101769274,101724604,15
ENSG00000196199,train,19532999,19664071,19633681,13
ENSG00000141977,train,16124831,16255903,16173525,19
ENSG00000089248,train,111933741,112064813,112013316,12
ENSG00000067798,train,77231870,77362942,77324641,12
ENSG00000105607,train,12844881,12975953,12891026,19
ENSG00000170271,train,154803825,154934897,154859252,5
ENSG00000147873,train,21198477,21329549,21305312,9
ENSG00000085552,train,159884266,160015338,159945604,1
ENSG00000115520,valid,197372796,197503868,197453423,2
ENSG00000152495,train,111118202,111249274,111223653,5
ENSG00000112584,na,na,na,170290703,6
ENSG00000261052,na,na,na,30199228,16
ENSG00000139718,train,121707992,121839064,121804180,12
ENSG00000204619,train,29978533,30109605,30066709,6
ENSG00000105968,train,44742410,44873482,44848083,7
ENSG00000083307,train,101392383,101523455,101492432,8
ENSG00000142798,train,21834687,21965759,21937297,1
ENSG00000167792,train,67545269,67676341,67606852,11
ENSG00000176225,train,70115077,70246149,70205945,18
ENSG00000234616,train,142588555,142719627,142681968,8
ENSG00000187068,test,185077421,185208493,185153014,3
ENSG00000169174,train,54940648,55071720,55039548,1
ENSG00000070269,test,56426882,56557954,56488354,14
ENSG00000108578,train,30215930,30347002,30292056,17
ENSG00000198739,train,66828479,66959551,66926006,10
ENSG00000184571,train,24716769,24847841,24774720,22
ENSG00000257704,test,47196760,47327832,47274453,19
ENSG00000203970,train,49920629,50051701,50021981,6
ENSG00000171466,na,na,na,9675086,19
ENSG00000175619,test,48149096,48280168,48216810,11
ENSG00000132507,train,7247808,7378880,7306999,17
ENSG00000138785,train,105824666,105955738,105895986,4
ENSG00000187325,valid,78067089,78198161,78139706,X
ENSG00000224051,train,1241978,1373050,1324756,1
ENSG00000087086,train,48874881,49005953,48965301,19
ENSG00000170289,train,86632608,86763680,86743675,8
ENSG00000163376,train,66890237,67021309,66998307,3
ENSG00000282804,train,24725224,24856296,24809798,6
ENSG00000100764,test,90145448,90276520,90256495,14
ENSG00000171302,train,78955987,79087059,79009867,17
ENSG00000008853,train,22911383,23042455,22987417,8
ENSG00000189068,na,na,na,54063953,19
ENSG00000106049,train,27555472,27686544,27662995,7
ENSG00000204003,train,136678298,136809370,136748453,9
ENSG00000169710,train,81995930,82127002,82098332,17
ENSG00000177556,train,151720672,151851744,151772532,5
ENSG00000165905,test,45855316,45986388,45921621,11
ENSG00000103710,train,64991519,65122591,65076690,15
ENSG00000143436,train,151684391,151815463,151763564,1
ENSG00000109576,train,170046087,170177159,170091699,4
ENSG00000124155,valid,45383061,45514133,45416067,20
ENSG00000213906,test,24199273,24330345,24305734,14
ENSG00000135698,train,82066538,82197610,82170226,16
ENSG00000204779,na,na,na,65285209,9
ENSG00000182963,train,44778908,44909980,44830816,17
ENSG00000111729,train,8068635,8199707,8123632,12
ENSG00000010404,na,na,na,149521096,X
ENSG00000128463,train,34159989,34291061,34224999,15
ENSG00000198015,train,93369224,93500296,93467488,12
ENSG00000118946,train,57580419,57711491,57631810,13
ENSG00000079819,train,130953443,131084515,131063322,6
ENSG00000160716,train,154505148,154636220,154567781,1
ENSG00000133488,train,30423882,30554954,30505711,22
ENSG00000143819,train,225708103,225839175,225810092,1
ENSG00000136206,na,na,na,44000889,7
ENSG00000237110,train,132462220,132593292,132538290,6
ENSG00000284283,na,na,na,17521801,5
ENSG00000213029,train,229243928,229375000,229304857,1
ENSG00000064201,train,2224767,2355839,2301997,11
ENSG00000103227,train,928386,1059458,981318,16
ENSG00000278674,na,na,na,47023927,18
ENSG00000177721,train,42967361,43098433,43043170,5
ENSG00000100644,test,61587887,61718959,61695513,14
ENSG00000162367,train,47134367,47265439,47232220,1
ENSG00000141736,train,39596587,39727659,39687914,17
ENSG00000126003,na,na,na,32207791,20
ENSG00000181023,train,5635915,5766987,5736448,11
ENSG00000150750,train,111194941,111326013,111245805,11
ENSG00000105438,train,48284490,48415562,48391553,19
ENSG00000005801,na,na,na,3379222,11
ENSG00000253719,train,74476712,74607784,74537827,12
ENSG00000168081,train,28224902,28355974,28316986,8
ENSG00000284438,na,na,na,4339244,11
ENSG00000160087,train,1176379,1307451,1273885,1
ENSG00000198570,train,211445080,211576152,211492917,1
ENSG00000085832,train,51463901,51594973,51519328,1
ENSG00000154845,train,9521855,9652927,9615240,18
ENSG00000137177,train,17902928,18034000,17987623,6
ENSG00000169905,train,179826362,179957434,179877803,1
ENSG00000163328,train,174436177,174567249,174487094,2
ENSG00000162040,train,1846772,1977844,1918440,16
ENSG00000153253,train,165121119,165252191,165204067,2
ENSG00000114124,train,141724042,141855114,141778148,3
ENSG00000183741,train,38820554,38951626,38872314,22
ENSG00000173214,train,111208144,111339216,111259348,6
ENSG00000034693,train,143351654,143482726,143450807,6
ENSG00000196092,train,36942237,37073309,37034185,9
ENSG00000144642,train,28514822,28645894,28574791,3
ENSG00000127311,train,66211238,66342310,66302545,12
ENSG00000150753,train,10147853,10278925,10249921,5
ENSG00000132965,train,30619230,30750302,30713478,13
ENSG00000003400,valid,201157533,201288605,201182881,2
ENSG00000064666,train,978386,1109458,1026581,19
ENSG00000175356,train,9047063,9178135,9138114,11
ENSG00000134884,train,106493386,106624458,106568164,13
ENSG00000167536,train,28838351,28969423,28903071,17
ENSG00000181965,train,135455431,135586503,135535949,5
ENSG00000164049,train,48325720,48456792,48372219,3
ENSG00000138593,train,48985363,49116435,49046563,15
ENSG00000009765,na,na,na,150368892,6
ENSG00000160584,train,117033252,117164324,117098437,11
ENSG00000163590,train,160682153,160813225,160755602,3
ENSG00000147789,test,144729540,144860612,144827464,8
ENSG00000125503,test,55082830,55213902,55117559,19
ENSG00000100744,test,96338654,96469726,96363452,14
ENSG00000169635,na,na,na,21417404,22
ENSG00000173431,test,20987981,21119053,21057822,14
ENSG00000169018,train,68205870,68336942,68277803,15
ENSG00000103591,train,67156286,67287358,67255195,15
ENSG00000099994,train,24126378,24257450,24181259,22
ENSG00000105650,train,18158400,18289472,18255419,19
ENSG00000182141,na,na,na,21329425,19
ENSG00000196284,train,45328699,45459771,45377953,6
ENSG00000163884,train,126308277,126439349,126357442,3
ENSG00000271723,train,54547054,54678126,54641786,1
ENSG00000079385,test,42494511,42625583,42561234,19
ENSG00000223401,test,187715268,187846340,187743686,3
ENSG00000004468,train,15686019,15817091,15778275,4
ENSG00000133030,train,16956460,17087532,17042545,17
ENSG00000188100,train,86967372,87098444,87020306,10
ENSG00000241476,na,na,na,52707189,X
ENSG00000173452,train,19683592,19814664,19773598,7
ENSG00000182093,train,39312547,39443619,39380244,21
ENSG00000196388,train,4951843,5082915,4997610,17
ENSG00000177352,train,49112908,49243980,49166321,3
ENSG00000106344,train,128255681,128386753,128343908,7
ENSG00000152944,train,26949543,27080615,27022546,12
ENSG00000178184,na,na,na,80247546,18
ENSG00000163945,train,1256381,1387453,1347266,4
ENSG00000172613,train,67217274,67348346,67317871,11
ENSG00000088986,train,120396012,120527084,120469850,12
ENSG00000064300,train,49436437,49567509,49495293,17
ENSG00000164944,train,94504488,94635560,94553529,8
ENSG00000157870,train,2488359,2619431,2586491,1
ENSG00000111846,train,10424642,10555714,10492223,6
ENSG00000255713,train,58095505,58226577,58166982,17
ENSG00000177023,na,na,na,7475082,8
ENSG00000161911,train,41064764,41195836,41154337,6
ENSG00000269307,train,17174415,17305487,17267418,19
ENSG00000100221,train,38623757,38754829,38701556,22
ENSG00000131233,train,38803294,38934366,38881587,1
ENSG00000172992,train,44975705,45106777,45061109,17
ENSG00000145723,train,103049525,103180597,103120151,5
ENSG00000144452,valid,215034902,215165974,215138428,2
ENSG00000173281,train,9090816,9221888,9151574,8
ENSG00000188033,train,12582485,12713557,12640098,19
ENSG00000151746,train,32000666,32131738,32106835,12
ENSG00000196735,train,32536894,32667966,32628179,6
ENSG00000141425,train,35998976,36130048,36067576,18
ENSG00000106415,train,7875772,8006844,7968794,7
ENSG00000255274,train,118017237,118148309,118088299,11
ENSG00000166589,train,66847570,66978642,66918984,16
ENSG00000196502,na,na,na,28623625,16
ENSG00000164172,train,53061762,53192834,53110063,5
ENSG00000147536,train,41475900,41606972,41529206,8
ENSG00000109738,train,156991886,157122958,157076057,4
ENSG00000125458,train,75085646,75216718,75131795,17
ENSG00000204956,train,141224832,141355904,141330571,5
ENSG00000253159,train,141356030,141487102,141430589,5
ENSG00000198453,test,36874750,37005822,36916329,19
ENSG00000187815,train,40377670,40508742,40477215,1
ENSG00000100038,test,21920856,22051928,21982816,22
ENSG00000095917,train,1190782,1321854,1256059,16
ENSG00000180209,na,na,na,30370934,16
ENSG00000134294,train,46269142,46400214,46372867,12
ENSG00000186792,train,50228091,50359163,50299468,3
ENSG00000258052,train,69753584,69884656,69801669,12
ENSG00000170820,train,49076817,49207889,49154537,2
ENSG00000164144,train,152727951,152859023,152779937,4
ENSG00000136448,train,44975705,45106777,45051610,17
ENSG00000170471,valid,38387032,38518104,38472816,20
ENSG00000169214,valid,247613173,247744245,247716646,1
ENSG00000128272,train,39410945,39542017,39519695,22
ENSG00000125089,train,8132650,8263722,8182072,4
